s_inhib,neuron,name_mover,stat_in,stat_out,z_in,z_out,path_z
L7H3,L7N1576,L9H6,0.10346305961739498,0.07177283769955926,7.512234152000754,5.179814700693779,5.179814700693779
L7H3,L8N2694,L9H6,0.079861167812144,0.07092439560985744,5.6211934682305085,5.155453535494885,5.155453535494885
L7H9,L8N428,L9H9,0.07591834016939943,0.1442095864099469,5.14723689552579,14.797875877361662,5.14723689552579
L7H9,L8N428,L9H6,0.07591834016939943,0.11821026165548888,5.14723689552579,11.377041911469469,5.14723689552579
L7H9,L8N428,L10H0,0.07591834016939943,0.14019551682811812,5.14723689552579,14.211001041104595,5.14723689552579
L7H3,L8N2037,L9H6,0.07570327126421918,0.07342930282860982,5.121384048170882,5.485034083306897,5.121384048170882
L7H9,L7N2926,L10H0,0.08014403159077849,0.0747328648693392,5.07833684042207,5.972451144551499,5.07833684042207
L7H9,L8N1764,L9H6,0.07518286379483939,0.07317413339277118,5.058827283598366,5.451460431628705,5.058827283598366
L8H10,L8N1961,L9H6,0.07956040089204607,0.10455418944554488,5.017421042946367,9.580258491221498,5.017421042946367
L8H10,L8N1961,L9H9,0.07956040089204607,0.12021476301139175,5.017421042946367,11.640782081174212,5.017421042946367
L8H10,L8N1961,L10H0,0.07956040089204607,0.1238196823042702,5.017421042946367,12.04953623224016,5.017421042946367
L7H3,L7N2926,L10H0,0.07943496215218276,0.0747328648693392,5.004328515617499,5.972451144551499,5.004328515617499
L7H9,L7N990,L10H0,0.07938652396703177,0.08722829130910095,4.999272834545279,7.775342755363759,4.999272834545279
L7H9,L7N990,L9H9,0.07938652396703177,0.07192641179783274,4.999272834545279,5.200085118576165,4.999272834545279
L7H9,L7N990,L9H6,0.07938652396703177,0.07048700753774971,4.999272834545279,5.010096532078898,4.999272834545279
L7H3,L7N632,L9H9,0.08492906521940372,0.07039313197235679,5.577769341263503,4.997705790665777,4.997705790665777
L7H9,L7N632,L9H9,0.0847173490641555,0.07039313197235679,5.55567170578366,4.997705790665777,4.997705790665777
